x,y,amb,gmb,amb_nan,gmb_nan
-2900000.0,-2400000.0,,,True,True
-2850000.0,-2400000.0,,,True,True
-2800000.0,-2400000.0,,,True,True
-2750000.0,-2400000.0,,,True,True
-2700000.0,-2400000.0,,,True,True
-2650000.0,-2400000.0,,,True,True
-2600000.0,-2400000.0,,,True,True
-2550000.0,-2400000.0,,,True,True
-2500000.0,-2400000.0,,,True,True
-2450000.0,-2400000.0,,,True,True
-2400000.0,-2400000.0,,,True,True
-2350000.0,-2400000.0,,,True,True
-2300000.0,-2400000.0,,,True,True
-2250000.0,-2400000.0,,,True,True
-2200000.0,-2400000.0,,,True,True
-2150000.0,-2400000.0,,,True,True
-2100000.0,-2400000.0,,,True,True
-2050000.0,-2400000.0,,,True,True
-2000000.0,-2400000.0,,,True,True
-1950000.0,-2400000.0,,,True,True
-1900000.0,-2400000.0,,,True,True
-1850000.0,-2400000.0,,,True,True
-1800000.0,-2400000.0,,,True,True
-1750000.0,-2400000.0,,,True,True
-1700000.0,-2400000.0,,,True,True
-1650000.0,-2400000.0,,,True,True
-1600000.0,-2400000.0,,,True,True
-1550000.0,-2400000.0,,,True,True
-1500000.0,-2400000.0,,,True,True
-1450000.0,-2400000.0,,,True,True
-1400000.0,-2400000.0,,,True,True
-1350000.0,-2400000.0,,,True,True
-1300000.0,-2400000.0,,,True,True
-1250000.0,-2400000.0,,,True,True
-1200000.0,-2400000.0,,,True,True
-1150000.0,-2400000.0,,,True,True
-1100000.0,-2400000.0,,,True,True
-1050000.0,-2400000.0,,,True,True
-1000000.0,-2400000.0,,,True,True
-950000.0,-2400000.0,,,True,True
-900000.0,-2400000.0,,,True,True
-850000.0,-2400000.0,,,True,True
-800000.0,-2400000.0,,,True,True
-750000.0,-2400000.0,,,True,True
-700000.0,-2400000.0,,,True,True
-650000.0,-2400000.0,,,True,True
-600000.0,-2400000.0,,,True,True
-550000.0,-2400000.0,,,True,True
-500000.0,-2400000.0,,,True,True
-450000.0,-2400000.0,,,True,True
-400000.0,-2400000.0,,,True,True
-350000.0,-2400000.0,,,True,True
-300000.0,-2400000.0,,,True,True
-250000.0,-2400000.0,,,True,True
-200000.0,-2400000.0,,,True,True
-150000.0,-2400000.0,,,True,True
-100000.0,-2400000.0,,,True,True
-50000.0,-2400000.0,,,True,True
0.0,-2400000.0,,,True,True
50000.0,-2400000.0,,,True,True
100000.0,-2400000.0,,,True,True
150000.0,-2400000.0,,,True,True
200000.0,-2400000.0,,,True,True
250000.0,-2400000.0,,,True,True
300000.0,-2400000.0,,,True,True
350000.0,-2400000.0,,,True,True
400000.0,-2400000.0,,,True,True
450000.0,-2400000.0,,,True,True
500000.0,-2400000.0,,,True,True
550000.0,-2400000.0,,,True,True
600000.0,-2400000.0,,,True,True
650000.0,-2400000.0,,,True,True
700000.0,-2400000.0,,,True,True
750000.0,-2400000.0,,,True,True
800000.0,-2400000.0,,,True,True
850000.0,-2400000.0,,,True,True
900000.0,-2400000.0,,,True,True
950000.0,-2400000.0,,,True,True
1000000.0,-2400000.0,,,True,True
1050000.0,-2400000.0,,,True,True
1100000.0,-2400000.0,,,True,True
1150000.0,-2400000.0,,,True,True
1200000.0,-2400000.0,,,True,True
1250000.0,-2400000.0,,,True,True
1300000.0,-2400000.0,,,True,True
1350000.0,-2400000.0,,,True,True
1400000.0,-2400000.0,,,True,True
1450000.0,-2400000.0,,,True,True
1500000.0,-2400000.0,,,True,True
1550000.0,-2400000.0,,,True,True
1600000.0,-2400000.0,,,True,True
1650000.0,-2400000.0,,,True,True
1700000.0,-2400000.0,,,True,True
1750000.0,-2400000.0,,,True,True
1800000.0,-2400000.0,,,True,True
1850000.0,-2400000.0,,,True,True
1900000.0,-2400000.0,,,True,True
1950000.0,-2400000.0,,,True,True
2000000.0,-2400000.0,,,True,True
2050000.0,-2400000.0,,,True,True
2100000.0,-2400000.0,,,True,True
2150000.0,-2400000.0,,,True,True
2200000.0,-2400000.0,,,True,True
2250000.0,-2400000.0,,,True,True
2300000.0,-2400000.0,,,True,True
2350000.0,-2400000.0,,,True,True
2400000.0,-2400000.0,,,True,True
2450000.0,-2400000.0,,,True,True
2500000.0,-2400000.0,,,True,True
2550000.0,-2400000.0,,,True,True
2600000.0,-2400000.0,,,True,True
2650000.0,-2400000.0,,,True,True
2700000.0,-2400000.0,,,True,True
2750000.0,-2400000.0,,,True,True
2800000.0,-2400000.0,,,True,True
2850000.0,-2400000.0,,,True,True
2900000.0,-2400000.0,,,True,True
-2900000.0,-2350000.0,,,True,True
-2850000.0,-2350000.0,,,True,True
-2800000.0,-2350000.0,,,True,True
-2750000.0,-2350000.0,,,True,True
-2700000.0,-2350000.0,,,True,True
-2650000.0,-2350000.0,,,True,True
-2600000.0,-2350000.0,,,True,True
-2550000.0,-2350000.0,,,True,True
-2500000.0,-2350000.0,,,True,True
-2450000.0,-2350000.0,,,True,True
-2400000.0,-2350000.0,,,True,True
-2350000.0,-2350000.0,,,True,True
-2300000.0,-2350000.0,,,True,True
-2250000.0,-2350000.0,,,True,True
-2200000.0,-2350000.0,,,True,True
-2150000.0,-2350000.0,,,True,True
-2100000.0,-2350000.0,,,True,True
-2050000.0,-2350000.0,,,True,True
-2000000.0,-2350000.0,,,True,True
-1950000.0,-2350000.0,,,True,True
-1900000.0,-2350000.0,,,True,True
-1850000.0,-2350000.0,,,True,True
-1800000.0,-2350000.0,,,True,True
-1750000.0,-2350000.0,,,True,True
-1700000.0,-2350000.0,,,True,True
-1650000.0,-2350000.0,,,True,True
-1600000.0,-2350000.0,,,True,True
-1550000.0,-2350000.0,,,True,True
-1500000.0,-2350000.0,,,True,True
-1450000.0,-2350000.0,,,True,True
-1400000.0,-2350000.0,,,True,True
-1350000.0,-2350000.0,,,True,True
-1300000.0,-2350000.0,,,True,True
-1250000.0,-2350000.0,,,True,True
-1200000.0,-2350000.0,,,True,True
-1150000.0,-2350000.0,,,True,True
-1100000.0,-2350000.0,,,True,True
-1050000.0,-2350000.0,,,True,True
-1000000.0,-2350000.0,,,True,True
-950000.0,-2350000.0,,,True,True
-900000.0,-2350000.0,,,True,True
-850000.0,-2350000.0,,,True,True
-800000.0,-2350000.0,,,True,True
-750000.0,-2350000.0,,,True,True
-700000.0,-2350000.0,,,True,True
-650000.0,-2350000.0,,,True,True
-600000.0,-2350000.0,,,True,True
-550000.0,-2350000.0,,,True,True
-500000.0,-2350000.0,,,True,True
-450000.0,-2350000.0,,,True,True
-400000.0,-2350000.0,,,True,True
-350000.0,-2350000.0,,,True,True
-300000.0,-2350000.0,,,True,True
-250000.0,-2350000.0,,,True,True
-200000.0,-2350000.0,,,True,True
-150000.0,-2350000.0,,,True,True
-100000.0,-2350000.0,,,True,True
-50000.0,-2350000.0,,,True,True
0.0,-2350000.0,,,True,True
50000.0,-2350000.0,,,True,True
100000.0,-2350000.0,,,True,True
150000.0,-2350000.0,,,True,True
200000.0,-2350000.0,,,True,True
250000.0,-2350000.0,,,True,True
300000.0,-2350000.0,,,True,True
350000.0,-2350000.0,,,True,True
400000.0,-2350000.0,,,True,True
450000.0,-2350000.0,,,True,True
500000.0,-2350000.0,,,True,True
550000.0,-2350000.0,,,True,True
600000.0,-2350000.0,,,True,True
650000.0,-2350000.0,,,True,True
700000.0,-2350000.0,,,True,True
750000.0,-2350000.0,,,True,True
800000.0,-2350000.0,,,True,True
850000.0,-2350000.0,,,True,True
900000.0,-2350000.0,,,True,True
950000.0,-2350000.0,,,True,True
1000000.0,-2350000.0,,,True,True
1050000.0,-2350000.0,,,True,True
1100000.0,-2350000.0,,,True,True
1150000.0,-2350000.0,,,True,True
1200000.0,-2350000.0,,,True,True
1250000.0,-2350000.0,,,True,True
1300000.0,-2350000.0,,,True,True
1350000.0,-2350000.0,,,True,True
1400000.0,-2350000.0,,,True,True
1450000.0,-2350000.0,,,True,True
1500000.0,-2350000.0,,,True,True
1550000.0,-2350000.0,,,True,True
1600000.0,-2350000.0,,,True,True
1650000.0,-2350000.0,,,True,True
1700000.0,-2350000.0,,,True,True
1750000.0,-2350000.0,,,True,True
1800000.0,-2350000.0,,,True,True
1850000.0,-2350000.0,,,True,True
1900000.0,-2350000.0,,,True,True
1950000.0,-2350000.0,,,True,True
2000000.0,-2350000.0,,,True,True
2050000.0,-2350000.0,,,True,True
2100000.0,-2350000.0,,,True,True
2150000.0,-2350000.0,,,True,True
2200000.0,-2350000.0,,,True,True
2250000.0,-2350000.0,,,True,True
2300000.0,-2350000.0,,,True,True
2350000.0,-2350000.0,,,True,True
2400000.0,-2350000.0,,,True,True
2450000.0,-2350000.0,,,True,True
2500000.0,-2350000.0,,,True,True
2550000.0,-2350000.0,,,True,True
2600000.0,-2350000.0,,,True,True
2650000.0,-2350000.0,,,True,True
2700000.0,-2350000.0,,,True,True
2750000.0,-2350000.0,,,True,True
2800000.0,-2350000.0,,,True,True
2850000.0,-2350000.0,,,True,True
2900000.0,-2350000.0,,,True,True
-2900000.0,-2300000.0,,,True,True
-2850000.0,-2300000.0,,,True,True
-2800000.0,-2300000.0,,,True,True
-2750000.0,-2300000.0,,,True,True
-2700000.0,-2300000.0,,,True,True
-2650000.0,-2300000.0,,,True,True
-2600000.0,-2300000.0,,,True,True
-2550000.0,-2300000.0,,,True,True
-2500000.0,-2300000.0,,,True,True
-2450000.0,-2300000.0,,,True,True
-2400000.0,-2300000.0,,,True,True
-2350000.0,-2300000.0,,,True,True
-2300000.0,-2300000.0,,,True,True
-2250000.0,-2300000.0,,,True,True
-2200000.0,-2300000.0,,,True,True
-2150000.0,-2300000.0,,,True,True
-2100000.0,-2300000.0,,,True,True
-2050000.0,-2300000.0,,,True,True
-2000000.0,-2300000.0,,,True,True
-1950000.0,-2300000.0,,,True,True
-1900000.0,-2300000.0,,,True,True
-1850000.0,-2300000.0,,,True,True
-1800000.0,-2300000.0,,,True,True
-1750000.0,-2300000.0,,,True,True
-1700000.0,-2300000.0,,,True,True
-1650000.0,-2300000.0,,,True,True
-1600000.0,-2300000.0,,,True,True
-1550000.0,-2300000.0,,,True,True
-1500000.0,-2300000.0,,,True,True
-1450000.0,-2300000.0,,,True,True
-1400000.0,-2300000.0,,,True,True
-1350000.0,-2300000.0,,,True,True
-1300000.0,-2300000.0,,,True,True
-1250000.0,-2300000.0,,,True,True
-1200000.0,-2300000.0,,,True,True
-1150000.0,-2300000.0,,,True,True
-1100000.0,-2300000.0,,,True,True
-1050000.0,-2300000.0,,,True,True
-1000000.0,-2300000.0,,,True,True
-950000.0,-2300000.0,,,True,True
-900000.0,-2300000.0,,,True,True
-850000.0,-2300000.0,,,True,True
-800000.0,-2300000.0,,,True,True
-750000.0,-2300000.0,,,True,True
-700000.0,-2300000.0,,,True,True
-650000.0,-2300000.0,,,True,True
-600000.0,-2300000.0,,,True,True
-550000.0,-2300000.0,,,True,True
-500000.0,-2300000.0,,,True,True
-450000.0,-2300000.0,,,True,True
-400000.0,-2300000.0,,,True,True
-350000.0,-2300000.0,,,True,True
-300000.0,-2300000.0,,,True,True
-250000.0,-2300000.0,,,True,True
-200000.0,-2300000.0,,,True,True
-150000.0,-2300000.0,,,True,True
-100000.0,-2300000.0,,,True,True
-50000.0,-2300000.0,,,True,True
0.0,-2300000.0,,,True,True
50000.0,-2300000.0,,,True,True
100000.0,-2300000.0,,,True,True
150000.0,-2300000.0,,,True,True
200000.0,-2300000.0,,,True,True
250000.0,-2300000.0,,,True,True
300000.0,-2300000.0,,,True,True
350000.0,-2300000.0,,,True,True
400000.0,-2300000.0,,,True,True
450000.0,-2300000.0,,,True,True
500000.0,-2300000.0,,,True,True
550000.0,-2300000.0,,,True,True
600000.0,-2300000.0,,,True,True
650000.0,-2300000.0,,,True,True
700000.0,-2300000.0,,,True,True
750000.0,-2300000.0,,,True,True
800000.0,-2300000.0,,,True,True
850000.0,-2300000.0,,,True,True
900000.0,-2300000.0,,,True,True
950000.0,-2300000.0,,,True,True
1000000.0,-2300000.0,,,True,True
1050000.0,-2300000.0,,,True,True
1100000.0,-2300000.0,,,True,True
1150000.0,-2300000.0,,,True,True
1200000.0,-2300000.0,,,True,True
1250000.0,-2300000.0,,,True,True
1300000.0,-2300000.0,,,True,True
1350000.0,-2300000.0,,,True,True
1400000.0,-2300000.0,,,True,True
1450000.0,-2300000.0,,,True,True
1500000.0,-2300000.0,,,True,True
1550000.0,-2300000.0,,,True,True
1600000.0,-2300000.0,,,True,True
1650000.0,-2300000.0,,,True,True
1700000.0,-2300000.0,,,True,True
1750000.0,-2300000.0,,,True,True
1800000.0,-2300000.0,,,True,True
1850000.0,-2300000.0,,,True,True
1900000.0,-2300000.0,,,True,True
1950000.0,-2300000.0,,,True,True
2000000.0,-2300000.0,,,True,True
2050000.0,-2300000.0,,,True,True
2100000.0,-2300000.0,,,True,True
2150000.0,-2300000.0,,,True,True
2200000.0,-2300000.0,,,True,True
2250000.0,-2300000.0,,,True,True
2300000.0,-2300000.0,,,True,True
2350000.0,-2300000.0,,,True,True
2400000.0,-2300000.0,,,True,True
2450000.0,-2300000.0,,,True,True
2500000.0,-2300000.0,,,True,True
2550000.0,-2300000.0,,,True,True
2600000.0,-2300000.0,,,True,True
2650000.0,-2300000.0,,,True,True
2700000.0,-2300000.0,,,True,True
2750000.0,-2300000.0,,,True,True
2800000.0,-2300000.0,,,True,True
2850000.0,-2300000.0,,,True,True
2900000.0,-2300000.0,,,True,True
-2900000.0,-2250000.0,,,True,True
-2850000.0,-2250000.0,,,True,True
-2800000.0,-2250000.0,,,True,True
-2750000.0,-2250000.0,,,True,True
-2700000.0,-2250000.0,,,True,True
-2650000.0,-2250000.0,,,True,True
-2600000.0,-2250000.0,,,True,True
-2550000.0,-2250000.0,,,True,True
-2500000.0,-2250000.0,,,True,True
-2450000.0,-2250000.0,,,True,True
-2400000.0,-2250000.0,,,True,True
-2350000.0,-2250000.0,,,True,True
-2300000.0,-2250000.0,,,True,True
-2250000.0,-2250000.0,,,True,True
-2200000.0,-2250000.0,,,True,True
-2150000.0,-2250000.0,,,True,True
-2100000.0,-2250000.0,,,True,True
-2050000.0,-2250000.0,,,True,True
-2000000.0,-2250000.0,,,True,True
-1950000.0,-2250000.0,,,True,True
-1900000.0,-2250000.0,,,True,True
-1850000.0,-2250000.0,,,True,True
-1800000.0,-2250000.0,,,True,True
-1750000.0,-2250000.0,,,True,True
-1700000.0,-2250000.0,,,True,True
-1650000.0,-2250000.0,,,True,True
-1600000.0,-2250000.0,,,True,True
-1550000.0,-2250000.0,,,True,True
-1500000.0,-2250000.0,,,True,True
-1450000.0,-2250000.0,,,True,True
-1400000.0,-2250000.0,,,True,True
-1350000.0,-2250000.0,,,True,True
-1300000.0,-2250000.0,,,True,True
-1250000.0,-2250000.0,,,True,True
-1200000.0,-2250000.0,,,True,True
-1150000.0,-2250000.0,,,True,True
-1100000.0,-2250000.0,,,True,True
-1050000.0,-2250000.0,,,True,True
-1000000.0,-2250000.0,,,True,True
-950000.0,-2250000.0,,,True,True
-900000.0,-2250000.0,,,True,True
-850000.0,-2250000.0,,,True,True
-800000.0,-2250000.0,,,True,True
-750000.0,-2250000.0,,,True,True
-700000.0,-2250000.0,,,True,True
-650000.0,-2250000.0,,,True,True
-600000.0,-2250000.0,,,True,True
-550000.0,-2250000.0,,,True,True
-500000.0,-2250000.0,,,True,True
-450000.0,-2250000.0,,,True,True
-400000.0,-2250000.0,,,True,True
-350000.0,-2250000.0,,,True,True
-300000.0,-2250000.0,,,True,True
-250000.0,-2250000.0,,,True,True
-200000.0,-2250000.0,,,True,True
-150000.0,-2250000.0,,,True,True
-100000.0,-2250000.0,,,True,True
-50000.0,-2250000.0,,,True,True
0.0,-2250000.0,,,True,True
50000.0,-2250000.0,,,True,True
100000.0,-2250000.0,,,True,True
150000.0,-2250000.0,,,True,True
200000.0,-2250000.0,,,True,True
250000.0,-2250000.0,,,True,True
300000.0,-2250000.0,,,True,True
350000.0,-2250000.0,,,True,True
400000.0,-2250000.0,,,True,True
450000.0,-2250000.0,,,True,True
500000.0,-2250000.0,,,True,True
550000.0,-2250000.0,,,True,True
600000.0,-2250000.0,,,True,True
650000.0,-2250000.0,,,True,True
700000.0,-2250000.0,,,True,True
750000.0,-2250000.0,,,True,True
800000.0,-2250000.0,,,True,True
850000.0,-2250000.0,,,True,True
900000.0,-2250000.0,,,True,True
950000.0,-2250000.0,,,True,True
1000000.0,-2250000.0,,,True,True
1050000.0,-2250000.0,,,True,True
1100000.0,-2250000.0,,,True,True
1150000.0,-2250000.0,,,True,True
1200000.0,-2250000.0,,,True,True
1250000.0,-2250000.0,,,True,True
1300000.0,-2250000.0,,,True,True
1350000.0,-2250000.0,,,True,True
1400000.0,-2250000.0,,,True,True
1450000.0,-2250000.0,,,True,True
1500000.0,-2250000.0,,,True,True
1550000.0,-2250000.0,,,True,True
1600000.0,-2250000.0,,,True,True
1650000.0,-2250000.0,,,True,True
1700000.0,-2250000.0,,,True,True
1750000.0,-2250000.0,,,True,True
1800000.0,-2250000.0,,,True,True
1850000.0,-2250000.0,,,True,True
1900000.0,-2250000.0,,,True,True
1950000.0,-2250000.0,,,True,True
2000000.0,-2250000.0,,,True,True
2050000.0,-2250000.0,,,True,True
2100000.0,-2250000.0,,,True,True
2150000.0,-2250000.0,,,True,True
2200000.0,-2250000.0,,,True,True
2250000.0,-2250000.0,,,True,True
2300000.0,-2250000.0,,,True,True
2350000.0,-2250000.0,,,True,True
2400000.0,-2250000.0,,,True,True
2450000.0,-2250000.0,,,True,True
2500000.0,-2250000.0,,,True,True
2550000.0,-2250000.0,,,True,True
2600000.0,-2250000.0,,,True,True
2650000.0,-2250000.0,,,True,True
2700000.0,-2250000.0,,,True,True
2750000.0,-2250000.0,,,True,True
2800000.0,-2250000.0,,,True,True
2850000.0,-2250000.0,,,True,True
2900000.0,-2250000.0,,,True,True
-2900000.0,-2200000.0,,,True,True
-2850000.0,-2200000.0,,,True,True
-2800000.0,-2200000.0,,,True,True
-2750000.0,-2200000.0,,,True,True
-2700000.0,-2200000.0,,,True,True
-2650000.0,-2200000.0,,,True,True
-2600000.0,-2200000.0,,,True,True
-2550000.0,-2200000.0,,,True,True
-2500000.0,-2200000.0,,,True,True
-2450000.0,-2200000.0,,,True,True
-2400000.0,-2200000.0,,,True,True
-2350000.0,-2200000.0,,,True,True
-2300000.0,-2200000.0,,,True,True
-2250000.0,-2200000.0,,,True,True
-2200000.0,-2200000.0,,,True,True
-2150000.0,-2200000.0,,,True,True
-2100000.0,-2200000.0,,,True,True
-2050000.0,-2200000.0,,,True,True
-2000000.0,-2200000.0,,,True,True
-1950000.0,-2200000.0,,,True,True
-1900000.0,-2200000.0,,,True,True
-1850000.0,-2200000.0,,,True,True
-1800000.0,-2200000.0,,,True,True
-1750000.0,-2200000.0,,,True,True
-1700000.0,-2200000.0,,,True,True
-1650000.0,-2200000.0,,,True,True
-1600000.0,-2200000.0,,,True,True
-1550000.0,-2200000.0,,,True,True
-1500000.0,-2200000.0,,,True,True
-1450000.0,-2200000.0,,,True,True
-1400000.0,-2200000.0,,,True,True
-1350000.0,-2200000.0,,,True,True
-1300000.0,-2200000.0,,,True,True
-1250000.0,-2200000.0,,,True,True
-1200000.0,-2200000.0,,,True,True
-1150000.0,-2200000.0,,,True,True
-1100000.0,-2200000.0,,,True,True
-1050000.0,-2200000.0,,,True,True
-1000000.0,-2200000.0,,,True,True
-950000.0,-2200000.0,,,True,True
-900000.0,-2200000.0,,,True,True
-850000.0,-2200000.0,,,True,True
-800000.0,-2200000.0,,,True,True
-750000.0,-2200000.0,,,True,True
-700000.0,-2200000.0,,,True,True
-650000.0,-2200000.0,,,True,True
-600000.0,-2200000.0,,,True,True
-550000.0,-2200000.0,,,True,True
-500000.0,-2200000.0,,,True,True
-450000.0,-2200000.0,,,True,True
-400000.0,-2200000.0,,,True,True
-350000.0,-2200000.0,,,True,True
-300000.0,-2200000.0,,,True,True
-250000.0,-2200000.0,,,True,True
-200000.0,-2200000.0,,,True,True
-150000.0,-2200000.0,,,True,True
-100000.0,-2200000.0,,,True,True
-50000.0,-2200000.0,,,True,True
0.0,-2200000.0,,,True,True
50000.0,-2200000.0,,,True,True
100000.0,-2200000.0,,,True,True
150000.0,-2200000.0,,,True,True
200000.0,-2200000.0,,,True,True
250000.0,-2200000.0,,,True,True
300000.0,-2200000.0,,,True,True
350000.0,-2200000.0,,,True,True
400000.0,-2200000.0,,,True,True
450000.0,-2200000.0,,,True,True
500000.0,-2200000.0,,,True,True
550000.0,-2200000.0,,,True,True
600000.0,-2200000.0,,,True,True
650000.0,-2200000.0,,,True,True
700000.0,-2200000.0,,,True,True
750000.0,-2200000.0,,,True,True
800000.0,-2200000.0,,,True,True
850000.0,-2200000.0,,,True,True
900000.0,-2200000.0,,,True,True
950000.0,-2200000.0,,,True,True
1000000.0,-2200000.0,,,True,True
1050000.0,-2200000.0,,,True,True
1100000.0,-2200000.0,,,True,True
1150000.0,-2200000.0,,,True,True
1200000.0,-2200000.0,,,True,True
1250000.0,-2200000.0,,,True,True
1300000.0,-2200000.0,,,True,True
1350000.0,-2200000.0,,,True,True
1400000.0,-2200000.0,,,True,True
1450000.0,-2200000.0,,,True,True
1500000.0,-2200000.0,,,True,True
1550000.0,-2200000.0,,,True,True
1600000.0,-2200000.0,,,True,True
1650000.0,-2200000.0,,,True,True
1700000.0,-2200000.0,,,True,True
1750000.0,-2200000.0,,,True,True
1800000.0,-2200000.0,,,True,True
1850000.0,-2200000.0,,,True,True
1900000.0,-2200000.0,,,True,True
1950000.0,-2200000.0,,,True,True
2000000.0,-2200000.0,,,True,True
2050000.0,-2200000.0,,,True,True
2100000.0,-2200000.0,,,True,True
2150000.0,-2200000.0,,,True,True
2200000.0,-2200000.0,,,True,True
2250000.0,-2200000.0,,,True,True
2300000.0,-2200000.0,,,True,True
2350000.0,-2200000.0,,,True,True
2400000.0,-2200000.0,,,True,True
2450000.0,-2200000.0,,,True,True
2500000.0,-2200000.0,,,True,True
2550000.0,-2200000.0,,,True,True
2600000.0,-2200000.0,,,True,True
2650000.0,-2200000.0,,,True,True
2700000.0,-2200000.0,,,True,True
2750000.0,-2200000.0,,,True,True
2800000.0,-2200000.0,,,True,True
2850000.0,-2200000.0,,,True,True
2900000.0,-2200000.0,,,True,True
-2900000.0,-2150000.0,,,True,True
-2850000.0,-2150000.0,,,True,True
-2800000.0,-2150000.0,,,True,True
-2750000.0,-2150000.0,,,True,True
-2700000.0,-2150000.0,,,True,True
-2650000.0,-2150000.0,,,True,True
-2600000.0,-2150000.0,,,True,True
-2550000.0,-2150000.0,,,True,True
-2500000.0,-2150000.0,,,True,True
-2450000.0,-2150000.0,,,True,True
-2400000.0,-2150000.0,,,True,True
-2350000.0,-2150000.0,,,True,True
-2300000.0,-2150000.0,,,True,True
-2250000.0,-2150000.0,,,True,True
-2200000.0,-2150000.0,,,True,True
-2150000.0,-2150000.0,,,True,True
-2100000.0,-2150000.0,,,True,True
-2050000.0,-2150000.0,,,True,True
-2000000.0,-2150000.0,,,True,True
-1950000.0,-2150000.0,,,True,True
-1900000.0,-2150000.0,,,True,True
-1850000.0,-2150000.0,,,True,True
-1800000.0,-2150000.0,,,True,True
-1750000.0,-2150000.0,,,True,True
-1700000.0,-2150000.0,,,True,True
-1650000.0,-2150000.0,,,True,True
-1600000.0,-2150000.0,,,True,True
-1550000.0,-2150000.0,,,True,True
-1500000.0,-2150000.0,,,True,True
-1450000.0,-2150000.0,,,True,True
-1400000.0,-2150000.0,,,True,True
-1350000.0,-2150000.0,,,True,True
-1300000.0,-2150000.0,,,True,True
-1250000.0,-2150000.0,,,True,True
-1200000.0,-2150000.0,,,True,True
-1150000.0,-2150000.0,,,True,True
-1100000.0,-2150000.0,,,True,True
-1050000.0,-2150000.0,,,True,True
-1000000.0,-2150000.0,,,True,True
-950000.0,-2150000.0,,,True,True
-900000.0,-2150000.0,,,True,True
-850000.0,-2150000.0,,,True,True
-800000.0,-2150000.0,,,True,True
-750000.0,-2150000.0,,,True,True
-700000.0,-2150000.0,,,True,True
-650000.0,-2150000.0,,,True,True
-600000.0,-2150000.0,,,True,True
-550000.0,-2150000.0,,,True,True
-500000.0,-2150000.0,,,True,True
-450000.0,-2150000.0,,,True,True
-400000.0,-2150000.0,,,True,True
-350000.0,-2150000.0,,,True,True
-300000.0,-2150000.0,,,True,True
-250000.0,-2150000.0,,,True,True
-200000.0,-2150000.0,,,True,True
-150000.0,-2150000.0,,,True,True
-100000.0,-2150000.0,,,True,True
-50000.0,-2150000.0,,,True,True
0.0,-2150000.0,,,True,True
50000.0,-2150000.0,,,True,True
100000.0,-2150000.0,,,True,True
150000.0,-2150000.0,,,True,True
200000.0,-2150000.0,,,True,True
250000.0,-2150000.0,,,True,True
300000.0,-2150000.0,,,True,True
350000.0,-2150000.0,,,True,True
400000.0,-2150000.0,,,True,True
450000.0,-2150000.0,,,True,True
500000.0,-2150000.0,,,True,True
550000.0,-2150000.0,,,True,True
600000.0,-2150000.0,,,True,True
650000.0,-2150000.0,,,True,True
700000.0,-2150000.0,,,True,True
750000.0,-2150000.0,,,True,True
800000.0,-2150000.0,,,True,True
850000.0,-2150000.0,,,True,True
900000.0,-2150000.0,,,True,True
950000.0,-2150000.0,,,True,True
1000000.0,-2150000.0,0.0010378273,,False,True
1050000.0,-2150000.0,-0.05913393,,False,True
1100000.0,-2150000.0,,,True,True
1150000.0,-2150000.0,,,True,True
1200000.0,-2150000.0,,,True,True
1250000.0,-2150000.0,,,True,True
1300000.0,-2150000.0,,,True,True
1350000.0,-2150000.0,,,True,True
1400000.0,-2150000.0,,,True,True
1450000.0,-2150000.0,,,True,True
1500000.0,-2150000.0,,,True,True
1550000.0,-2150000.0,,,True,True
1600000.0,-2150000.0,,,True,True
1650000.0,-2150000.0,,,True,True
1700000.0,-2150000.0,,,True,True
1750000.0,-2150000.0,,,True,True
1800000.0,-2150000.0,,,True,True
1850000.0,-2150000.0,,,True,True
1900000.0,-2150000.0,,,True,True
1950000.0,-2150000.0,,,True,True
2000000.0,-2150000.0,,,True,True
2050000.0,-2150000.0,,,True,True
2100000.0,-2150000.0,,,True,True
2150000.0,-2150000.0,,,True,True
2200000.0,-2150000.0,,,True,True
2250000.0,-2150000.0,,,True,True
2300000.0,-2150000.0,,,True,True
2350000.0,-2150000.0,,,True,True
2400000.0,-2150000.0,,,True,True
2450000.0,-2150000.0,,,True,True
2500000.0,-2150000.0,,,True,True
2550000.0,-2150000.0,,,True,True
2600000.0,-2150000.0,,,True,True
2650000.0,-2150000.0,,,True,True
2700000.0,-2150000.0,,,True,True
2750000.0,-2150000.0,,,True,True
2800000.0,-2150000.0,,,True,True
2850000.0,-2150000.0,,,True,True
2900000.0,-2150000.0,,,True,True
-2900000.0,-2100000.0,,,True,True
-2850000.0,-2100000.0,,,True,True
-2800000.0,-2100000.0,,,True,True
-2750000.0,-2100000.0,,,True,True
-2700000.0,-2100000.0,,,True,True
-2650000.0,-2100000.0,,,True,True
-2600000.0,-2100000.0,,,True,True
-2550000.0,-2100000.0,,,True,True
-2500000.0,-2100000.0,,,True,True
-2450000.0,-2100000.0,,,True,True
-2400000.0,-2100000.0,,,True,True
-2350000.0,-2100000.0,,,True,True
-2300000.0,-2100000.0,,,True,True
-2250000.0,-2100000.0,,,True,True
-2200000.0,-2100000.0,,,True,True
-2150000.0,-2100000.0,,,True,True
-2100000.0,-2100000.0,,,True,True
-2050000.0,-2100000.0,,,True,True
-2000000.0,-2100000.0,,,True,True
-1950000.0,-2100000.0,,,True,True
-1900000.0,-2100000.0,,,True,True
-1850000.0,-2100000.0,,,True,True
-1800000.0,-2100000.0,,,True,True
-1750000.0,-2100000.0,,,True,True
-1700000.0,-2100000.0,,,True,True
